"id","created_at","customer_id","processingtype","status","total_amount"
864627,2026-04-13 01:21:08.769,793,ASYNC,CONFIRMED,500.00
864626,2026-04-13 01:21:08.516,127,ASYNC,CONFIRMED,500.00
864625,2026-04-13 01:21:08.387,162,ASYNC,CONFIRMED,500.00
864624,2026-04-13 01:21:08.355,403,ASYNC,FAILED_PAYMENT,1500.00
864623,2026-04-13 01:21:08.179,1,ASYNC,CONFIRMED,500.00
864622,2026-04-13 01:21:08.113,456,ASYNC,CONFIRMED,500.00
864621,2026-04-13 01:21:08.077,503,ASYNC,CONFIRMED,500.00
864620,2026-04-13 01:21:07.824,185,ASYNC,FAILED_PAYMENT,1500.00
864619,2026-04-13 01:21:07.797,295,ASYNC,FAILED_PAYMENT,1500.00
864618,2026-04-13 01:21:07.639,326,ASYNC,FAILED_PAYMENT,1500.00
864617,2026-04-13 01:21:07.610,67,ASYNC,CONFIRMED,500.00
864616,2026-04-13 01:21:07.464,326,ASYNC,FAILED_PAYMENT,1500.00
864615,2026-04-13 01:21:07.454,936,ASYNC,CONFIRMED,500.00
864614,2026-04-13 01:21:07.448,701,ASYNC,CONFIRMED,500.00
864613,2026-04-13 01:21:07.414,79,ASYNC,CONFIRMED,500.00
864612,2026-04-13 01:21:07.318,593,ASYNC,CONFIRMED,500.00
864611,2026-04-13 01:21:07.266,461,ASYNC,FAILED_PAYMENT,1500.00
864610,2026-04-13 01:21:07.249,545,ASYNC,FAILED_PAYMENT,1500.00
864609,2026-04-13 01:21:07.247,339,ASYNC,FAILED_PAYMENT,1500.00
864608,2026-04-13 01:21:07.154,747,ASYNC,CONFIRMED,500.00
864607,2026-04-13 01:21:07.135,560,ASYNC,FAILED_PAYMENT,1500.00
864606,2026-04-13 01:21:07.002,906,ASYNC,CONFIRMED,500.00
864605,2026-04-13 01:21:06.971,629,ASYNC,CONFIRMED,500.00
864604,2026-04-13 01:21:06.969,614,ASYNC,CONFIRMED,500.00
864603,2026-04-13 01:21:06.925,587,ASYNC,FAILED_PAYMENT,1500.00
864602,2026-04-13 01:21:06.878,620,ASYNC,CONFIRMED,500.00
864601,2026-04-13 01:21:06.859,674,ASYNC,FAILED_PAYMENT,1500.00
864600,2026-04-13 01:21:06.756,270,ASYNC,CONFIRMED,500.00
864599,2026-04-13 01:21:06.743,494,ASYNC,CONFIRMED,500.00
864597,2026-04-13 01:21:06.663,630,ASYNC,FAILED_PAYMENT,1500.00
864598,2026-04-13 01:21:06.663,52,ASYNC,FAILED_PAYMENT,1500.00
864596,2026-04-13 01:21:06.658,65,ASYNC,FAILED_PAYMENT,1500.00
864595,2026-04-13 01:21:06.637,245,ASYNC,FAILED_PAYMENT,1500.00
864594,2026-04-13 01:21:06.578,561,ASYNC,CONFIRMED,500.00
864593,2026-04-13 01:21:06.538,699,ASYNC,FAILED_PAYMENT,1500.00
864592,2026-04-13 01:21:06.463,197,ASYNC,FAILED_PAYMENT,1500.00
864591,2026-04-13 01:21:06.435,730,ASYNC,CONFIRMED,500.00
864590,2026-04-13 01:21:06.393,674,ASYNC,CONFIRMED,500.00
864589,2026-04-13 01:21:06.361,939,ASYNC,CONFIRMED,500.00
864588,2026-04-13 01:21:06.319,796,ASYNC,FAILED_PAYMENT,1500.00
864587,2026-04-13 01:21:06.307,260,ASYNC,CONFIRMED,500.00
864586,2026-04-13 01:21:06.288,502,ASYNC,CONFIRMED,500.00
864585,2026-04-13 01:21:06.285,174,ASYNC,CONFIRMED,500.00
864584,2026-04-13 01:21:06.242,33,ASYNC,FAILED_PAYMENT,1500.00
864583,2026-04-13 01:21:06.206,698,ASYNC,CONFIRMED,500.00
864582,2026-04-13 01:21:06.163,73,ASYNC,CONFIRMED,500.00
864581,2026-04-13 01:21:06.149,99,ASYNC,CONFIRMED,500.00
864580,2026-04-13 01:21:06.107,527,ASYNC,FAILED_PAYMENT,1500.00
864579,2026-04-13 01:21:06.106,334,ASYNC,CONFIRMED,500.00
864578,2026-04-13 01:21:06.104,488,ASYNC,CONFIRMED,500.00
864577,2026-04-13 01:21:06.080,162,ASYNC,FAILED_PAYMENT,1500.00
864576,2026-04-13 01:21:05.991,638,ASYNC,FAILED_PAYMENT,1500.00
864575,2026-04-13 01:21:05.989,97,ASYNC,CONFIRMED,500.00
864574,2026-04-13 01:21:05.967,196,ASYNC,CONFIRMED,500.00
864573,2026-04-13 01:21:05.929,966,ASYNC,FAILED_PAYMENT,1500.00
864572,2026-04-13 01:21:05.911,89,ASYNC,FAILED_PAYMENT,1500.00
864571,2026-04-13 01:21:05.862,273,ASYNC,FAILED_PAYMENT,1500.00
864570,2026-04-13 01:21:05.849,587,ASYNC,CONFIRMED,500.00
864569,2026-04-13 01:21:05.822,424,ASYNC,FAILED_PAYMENT,1500.00
864568,2026-04-13 01:21:05.811,40,ASYNC,CONFIRMED,500.00
864567,2026-04-13 01:21:05.772,887,ASYNC,CONFIRMED,500.00
864566,2026-04-13 01:21:05.747,173,ASYNC,CONFIRMED,500.00
864565,2026-04-13 01:21:05.741,753,ASYNC,CONFIRMED,500.00
864564,2026-04-13 01:21:05.737,714,ASYNC,CONFIRMED,500.00
864563,2026-04-13 01:21:05.693,305,ASYNC,CONFIRMED,500.00
864562,2026-04-13 01:21:05.664,901,ASYNC,FAILED_PAYMENT,1500.00
864561,2026-04-13 01:21:05.656,732,ASYNC,CONFIRMED,500.00
864560,2026-04-13 01:21:05.572,354,ASYNC,FAILED_PAYMENT,1500.00
864559,2026-04-13 01:21:05.551,198,ASYNC,CONFIRMED,500.00
864558,2026-04-13 01:21:05.542,974,ASYNC,FAILED_PAYMENT,1500.00
864557,2026-04-13 01:21:05.505,165,ASYNC,CONFIRMED,500.00
864556,2026-04-13 01:21:05.479,642,ASYNC,FAILED_PAYMENT,1500.00
864555,2026-04-13 01:21:05.449,597,ASYNC,CONFIRMED,500.00
864554,2026-04-13 01:21:05.370,43,ASYNC,FAILED_PAYMENT,1500.00
864553,2026-04-13 01:21:05.369,326,ASYNC,CONFIRMED,500.00
864552,2026-04-13 01:21:05.346,282,ASYNC,FAILED_PAYMENT,1500.00
864551,2026-04-13 01:21:05.338,652,ASYNC,CONFIRMED,500.00
864550,2026-04-13 01:21:05.337,534,ASYNC,FAILED_PAYMENT,1500.00
864549,2026-04-13 01:21:05.313,810,ASYNC,CONFIRMED,500.00
864548,2026-04-13 01:21:05.310,504,ASYNC,CONFIRMED,500.00
864547,2026-04-13 01:21:05.242,82,ASYNC,FAILED_PAYMENT,1500.00
864546,2026-04-13 01:21:05.210,935,ASYNC,CONFIRMED,500.00
864545,2026-04-13 01:21:05.200,823,ASYNC,FAILED_PAYMENT,1500.00
864544,2026-04-13 01:21:05.197,642,ASYNC,FAILED_PAYMENT,1500.00
864543,2026-04-13 01:21:05.177,421,ASYNC,CONFIRMED,500.00
864542,2026-04-13 01:21:05.171,869,ASYNC,CONFIRMED,500.00
864541,2026-04-13 01:21:05.167,10,ASYNC,CONFIRMED,500.00
864540,2026-04-13 01:21:05.130,301,ASYNC,CONFIRMED,500.00
864539,2026-04-13 01:21:05.109,528,ASYNC,FAILED_PAYMENT,1500.00
864538,2026-04-13 01:21:05.078,119,ASYNC,CONFIRMED,500.00
864537,2026-04-13 01:21:05.071,305,ASYNC,CONFIRMED,500.00
864536,2026-04-13 01:21:05.029,145,ASYNC,CONFIRMED,500.00
864535,2026-04-13 01:21:04.999,650,ASYNC,CONFIRMED,500.00
864534,2026-04-13 01:21:04.977,252,ASYNC,FAILED_PAYMENT,1500.00
864533,2026-04-13 01:21:04.963,783,ASYNC,CONFIRMED,500.00
864532,2026-04-13 01:21:04.961,536,ASYNC,FAILED_PAYMENT,1500.00
864531,2026-04-13 01:21:04.942,303,ASYNC,CONFIRMED,500.00
864530,2026-04-13 01:21:04.942,293,ASYNC,FAILED_PAYMENT,1500.00
864529,2026-04-13 01:21:04.937,13,ASYNC,CONFIRMED,500.00
864528,2026-04-13 01:21:04.905,897,ASYNC,FAILED_PAYMENT,1500.00
864527,2026-04-13 01:21:04.902,784,ASYNC,CONFIRMED,500.00
864526,2026-04-13 01:21:04.888,882,ASYNC,FAILED_PAYMENT,1500.00
864525,2026-04-13 01:21:04.884,315,ASYNC,CONFIRMED,500.00
864524,2026-04-13 01:21:04.871,318,ASYNC,CONFIRMED,500.00
864523,2026-04-13 01:21:04.867,627,ASYNC,CONFIRMED,500.00
864522,2026-04-13 01:21:04.857,679,ASYNC,FAILED_PAYMENT,1500.00
864521,2026-04-13 01:21:04.849,840,ASYNC,CONFIRMED,500.00
864520,2026-04-13 01:21:04.824,648,ASYNC,CONFIRMED,500.00
864519,2026-04-13 01:21:04.818,45,ASYNC,FAILED_PAYMENT,1500.00
864518,2026-04-13 01:21:04.780,268,ASYNC,CONFIRMED,500.00
864517,2026-04-13 01:21:04.735,818,ASYNC,CONFIRMED,500.00
864516,2026-04-13 01:21:04.729,378,ASYNC,FAILED_PAYMENT,1500.00
864515,2026-04-13 01:21:04.722,190,ASYNC,FAILED_PAYMENT,1500.00
864514,2026-04-13 01:21:04.677,336,ASYNC,CONFIRMED,500.00
864513,2026-04-13 01:21:04.618,445,ASYNC,FAILED_PAYMENT,1500.00
864512,2026-04-13 01:21:04.599,733,ASYNC,FAILED_PAYMENT,1500.00
864511,2026-04-13 01:21:04.598,244,ASYNC,CONFIRMED,500.00
864510,2026-04-13 01:21:04.573,666,ASYNC,FAILED_PAYMENT,1500.00
864509,2026-04-13 01:21:04.563,848,ASYNC,FAILED_PAYMENT,1500.00
864508,2026-04-13 01:21:04.540,244,ASYNC,CONFIRMED,500.00
864507,2026-04-13 01:21:04.531,318,ASYNC,CONFIRMED,500.00
864506,2026-04-13 01:21:04.525,554,ASYNC,FAILED_PAYMENT,1500.00
864505,2026-04-13 01:21:04.507,531,ASYNC,CONFIRMED,500.00
864504,2026-04-13 01:21:04.492,695,ASYNC,CONFIRMED,500.00
864503,2026-04-13 01:21:04.484,869,ASYNC,FAILED_PAYMENT,1500.00
864502,2026-04-13 01:21:04.475,443,ASYNC,CONFIRMED,500.00
864501,2026-04-13 01:21:04.459,354,ASYNC,FAILED_PAYMENT,1500.00
864500,2026-04-13 01:21:04.440,993,ASYNC,CONFIRMED,500.00
864498,2026-04-13 01:21:04.438,469,ASYNC,CONFIRMED,500.00
864499,2026-04-13 01:21:04.438,659,ASYNC,CONFIRMED,500.00
864497,2026-04-13 01:21:04.425,90,ASYNC,CONFIRMED,500.00
864496,2026-04-13 01:21:04.413,846,ASYNC,CONFIRMED,500.00
864495,2026-04-13 01:21:04.396,665,ASYNC,CONFIRMED,500.00
864494,2026-04-13 01:21:04.383,601,ASYNC,CONFIRMED,500.00
864493,2026-04-13 01:21:04.360,93,ASYNC,FAILED_PAYMENT,1500.00
864492,2026-04-13 01:21:04.356,9,ASYNC,CONFIRMED,500.00
864491,2026-04-13 01:21:04.350,797,ASYNC,FAILED_PAYMENT,1500.00
864490,2026-04-13 01:21:04.334,240,ASYNC,FAILED_PAYMENT,1500.00
864489,2026-04-13 01:21:04.334,845,ASYNC,CONFIRMED,500.00
864488,2026-04-13 01:21:04.330,592,ASYNC,CONFIRMED,500.00
864487,2026-04-13 01:21:04.287,353,ASYNC,CONFIRMED,500.00
864486,2026-04-13 01:21:04.276,204,ASYNC,CONFIRMED,500.00
864485,2026-04-13 01:21:04.271,867,ASYNC,CONFIRMED,500.00
864484,2026-04-13 01:21:04.262,845,ASYNC,FAILED_PAYMENT,1500.00
864483,2026-04-13 01:21:04.258,760,ASYNC,CONFIRMED,500.00
864482,2026-04-13 01:21:04.228,853,ASYNC,FAILED_PAYMENT,1500.00
864481,2026-04-13 01:21:04.213,775,ASYNC,CONFIRMED,500.00
864480,2026-04-13 01:21:04.204,14,ASYNC,FAILED_PAYMENT,1500.00
864479,2026-04-13 01:21:04.196,775,ASYNC,CONFIRMED,500.00
864478,2026-04-13 01:21:04.177,660,ASYNC,CONFIRMED,500.00
864477,2026-04-13 01:21:04.152,325,ASYNC,CONFIRMED,500.00
864476,2026-04-13 01:21:04.151,521,ASYNC,FAILED_PAYMENT,1500.00
864475,2026-04-13 01:21:04.119,185,ASYNC,FAILED_PAYMENT,1500.00
864474,2026-04-13 01:21:04.113,717,ASYNC,CONFIRMED,500.00
864473,2026-04-13 01:21:04.110,215,ASYNC,FAILED_PAYMENT,1500.00
864472,2026-04-13 01:21:04.102,145,ASYNC,CONFIRMED,500.00
864471,2026-04-13 01:21:04.092,800,ASYNC,CONFIRMED,500.00
864470,2026-04-13 01:21:04.066,880,ASYNC,FAILED_PAYMENT,1500.00
864469,2026-04-13 01:21:04.063,603,ASYNC,CONFIRMED,500.00
864468,2026-04-13 01:21:04.053,60,ASYNC,CONFIRMED,500.00
864467,2026-04-13 01:21:04.035,177,ASYNC,CONFIRMED,500.00
864466,2026-04-13 01:21:04.034,344,ASYNC,CONFIRMED,500.00
864465,2026-04-13 01:21:04.023,470,ASYNC,CONFIRMED,500.00
864464,2026-04-13 01:21:04.020,375,ASYNC,FAILED_PAYMENT,1500.00
864463,2026-04-13 01:21:04.008,905,ASYNC,CONFIRMED,500.00
864462,2026-04-13 01:21:04.008,636,ASYNC,FAILED_PAYMENT,1500.00
864461,2026-04-13 01:21:04.002,878,ASYNC,FAILED_PAYMENT,1500.00
864460,2026-04-13 01:21:03.998,950,ASYNC,CONFIRMED,500.00
864459,2026-04-13 01:21:03.975,795,ASYNC,CONFIRMED,500.00
864458,2026-04-13 01:21:03.935,977,ASYNC,CONFIRMED,500.00
864457,2026-04-13 01:21:03.931,286,ASYNC,CONFIRMED,500.00
864456,2026-04-13 01:21:03.902,847,ASYNC,FAILED_PAYMENT,1500.00
864455,2026-04-13 01:21:03.895,388,ASYNC,CONFIRMED,500.00
864454,2026-04-13 01:21:03.868,140,ASYNC,CONFIRMED,500.00
864453,2026-04-13 01:21:03.863,319,ASYNC,CONFIRMED,500.00
